08/08/2021 00:46:55|INFO    |root                            |BAZARR Finished searching for missing Series Subtitles. Check History for more information.|
08/08/2021 01:52:03|INFO    |root                            |Throttling supersubtitles for 10 minutes, until 21/08/08 02:02, because of: ValueError. Exception info: "invalid literal for int() with base 10: ''"|
08/08/2021 01:52:05|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107cf40220>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:52:13|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ae0e5b0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:52:30|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af91100>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:53:02|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af913d0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:53:02|WARNING |retry.api                       |HTTPConnectionPool(host='s103.api.bsplayer-subtitles.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af91550>: Failed to establish a new connection: [Errno 111] Connection refused')), retrying in 5 seconds...|
08/08/2021 01:53:07|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af918e0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:53:11|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af91a60>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:53:20|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af91c10>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:53:36|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af91dc0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:54:08|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af91f70>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:54:08|WARNING |retry.api                       |HTTPConnectionPool(host='s103.api.bsplayer-subtitles.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af67160>: Failed to establish a new connection: [Errno 111] Connection refused')), retrying in 5 seconds...|
08/08/2021 01:54:14|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af674f0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:54:18|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af67670>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:54:26|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af67820>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:54:42|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af679d0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:55:15|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af67b80>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:55:15|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af91c40>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:55:19|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af91ac0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:55:28|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af91820>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:55:44|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af915b0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:56:16|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af91190>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:56:16|WARNING |retry.api                       |HTTPConnectionPool(host='s8.api.bsplayer-subtitles.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af671c0>: Failed to establish a new connection: [Errno 111] Connection refused')), retrying in 5 seconds...|
08/08/2021 01:56:21|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af67f10>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:56:26|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af5d0d0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:56:34|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af5d280>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:56:50|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af5d430>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:57:22|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af5d5e0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:57:23|WARNING |retry.api                       |HTTPConnectionPool(host='s8.api.bsplayer-subtitles.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af5d790>: Failed to establish a new connection: [Errno 111] Connection refused')), retrying in 5 seconds...|
08/08/2021 01:57:28|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af5db20>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:57:32|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af917c0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:57:40|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af91bb0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:57:57|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af91190>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:58:29|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af91730>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:58:29|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af67fd0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:58:34|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af67f40>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:58:42|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af67100>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:58:58|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af670a0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:59:30|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af5dbb0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:59:30|WARNING |retry.api                       |HTTPConnectionPool(host='s105.api.bsplayer-subtitles.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af5d760>: Failed to establish a new connection: [Errno 111] Connection refused')), retrying in 5 seconds...|
08/08/2021 01:59:36|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af5d3d0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:59:40|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af5d100>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 01:59:48|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af5dca0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:00:04|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af5de50>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:00:37|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b07d040>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:00:37|WARNING |retry.api                       |HTTPConnectionPool(host='s105.api.bsplayer-subtitles.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af67b20>: Failed to establish a new connection: [Errno 111] Connection refused')), retrying in 5 seconds...|
08/08/2021 02:00:42|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af67d60>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:00:46|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af67fa0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:00:55|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af91ac0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:01:11|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af91e50>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:01:43|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107af91850>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:01:54|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0e5fd0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:01:55|INFO    |root                            |Throttling opensubtitlescom for 10 minutes, until 21/08/08 02:11, because of: ProviderError. Exception info: 'Backend fetch failed'|
08/08/2021 02:01:58|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c1fd610>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:02:06|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b304040>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:02:23|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b130520>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:02:55|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b2e4610>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:02:55|WARNING |retry.api                       |HTTPConnectionPool(host='s105.api.bsplayer-subtitles.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b2e44f0>: Failed to establish a new connection: [Errno 111] Connection refused')), retrying in 5 seconds...|
08/08/2021 02:03:00|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b2e49d0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:03:05|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b2e4b50>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:03:13|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b2e4d00>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:03:29|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b2e4eb0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:04:01|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b2f50a0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:04:02|WARNING |retry.api                       |HTTPConnectionPool(host='s105.api.bsplayer-subtitles.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b2f5250>: Failed to establish a new connection: [Errno 111] Connection refused')), retrying in 5 seconds...|
08/08/2021 02:04:07|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b2f55e0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:04:11|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b2f5760>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:04:19|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b2f5910>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:04:35|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b2e4280>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:05:08|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b2e4f70>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:05:18|INFO    |root                            |Using supersubtitles again after 10 minutes, (disabled because: ValueError)|
08/08/2021 02:05:19|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c1f15e0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:05:20|INFO    |root                            |Throttling opensubtitlescom for 10 minutes, until 21/08/08 02:15, because of: ProviderError. Exception info: 'Backend fetch failed'|
08/08/2021 02:05:23|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0d6ac0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:05:31|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ad98610>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:05:47|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ad8bd60>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:06:20|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ad8be80>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:06:20|WARNING |retry.api                       |HTTPConnectionPool(host='s104.api.bsplayer-subtitles.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b47b070>: Failed to establish a new connection: [Errno 111] Connection refused')), retrying in 5 seconds...|
08/08/2021 02:06:25|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b47b400>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:06:29|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b47b580>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:06:38|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b47b730>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:06:54|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b47b8e0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:07:26|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c176ee0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:07:26|WARNING |retry.api                       |HTTPConnectionPool(host='s104.api.bsplayer-subtitles.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ad98550>: Failed to establish a new connection: [Errno 111] Connection refused')), retrying in 5 seconds...|
08/08/2021 02:07:31|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ad98d30>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:07:36|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ad98bb0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:07:44|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ad98760>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:08:00|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ad98850>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:08:32|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ad8bfd0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:08:45|INFO    |root                            |Throttling opensubtitlescom for 10 minutes, until 21/08/08 02:18, because of: ProviderError. Exception info: 'Backend fetch failed'|
08/08/2021 02:08:54|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b20e100>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:08:55|INFO    |root                            |Throttling opensubtitlescom for 10 minutes, until 21/08/08 02:18, because of: ProviderError. Exception info: 'Backend fetch failed'|
08/08/2021 02:08:58|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b12f9a0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:09:06|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0dd2e0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:09:22|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ad8be20>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:09:55|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0b3f10>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:09:55|WARNING |retry.api                       |HTTPConnectionPool(host='s8.api.bsplayer-subtitles.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0bea90>: Failed to establish a new connection: [Errno 111] Connection refused')), retrying in 5 seconds...|
08/08/2021 02:10:00|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0bed30>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:10:04|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0beeb0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:10:16|INFO    |root                            |Throttling opensubtitlescom for 10 minutes, until 21/08/08 02:20, because of: ProviderError. Exception info: 'Backend fetch failed'|
08/08/2021 02:10:26|INFO    |root                            |Throttling opensubtitlescom for 10 minutes, until 21/08/08 02:20, because of: ProviderError. Exception info: 'Backend fetch failed'|
08/08/2021 02:10:37|INFO    |root                            |Throttling opensubtitlescom for 10 minutes, until 21/08/08 02:20, because of: ProviderError. Exception info: 'Backend fetch failed'|
08/08/2021 02:10:47|INFO    |root                            |Throttling opensubtitlescom for 10 minutes, until 21/08/08 02:20, because of: ProviderError. Exception info: 'Backend fetch failed'|
08/08/2021 02:10:49|INFO    |root                            |Throttling supersubtitles for 10 minutes, until 21/08/08 02:20, because of: IndexError. Exception info: 'list index out of range'|
08/08/2021 02:10:58|INFO    |root                            |Throttling opensubtitlescom for 10 minutes, until 21/08/08 02:20, because of: ProviderError. Exception info: 'Backend fetch failed'|
08/08/2021 02:11:08|INFO    |root                            |Throttling opensubtitlescom for 10 minutes, until 21/08/08 02:21, because of: ProviderError. Exception info: 'Backend fetch failed'|
08/08/2021 02:11:18|INFO    |root                            |Throttling opensubtitlescom for 10 minutes, until 21/08/08 02:21, because of: ProviderError. Exception info: 'Backend fetch failed'|
